編號,客家語,客語標音,華語詞義,例句,翻譯,備註,詞性1,詞性2,分類
9-201,大方（大般）,tai+ fongˋ (tai+ banˋ ),大方,該個細人仔當大方，喊佢跳舞，無第二句。,那個小孩子很大方，叫他跳舞，毫不猶豫。,,形容詞,,9抽象概念與形容
9-202,大包細包,tai+ bauˋ seˇ bauˋ ,大包小包，形容東西很多,包袱大包細包，愛去哪?,包袱大包小包的，要去哪裡？,,形容詞,,9抽象概念與形容
9-203,大細, tai+ seˇ ,大小；子女,"大細事情。
大細心。
一家大細。","大小事情。
偏心。
一家大小。",,名詞,,9抽象概念與形容
9-204,淡淡,tamˋ tamˋ ,淡淡的,這齣菜食起來淡淡。,這道菜吃起來淡淡的。,,形容詞,,9抽象概念與形容
9-205,透心涼,teuˇ simˋ liong,涼澈心肺,熱天食冰透心涼。,夏天吃冰涼澈心肺。,,形容詞,,9抽象概念與形容
9-206,地位,ti+ vui+,地位,佢在社會上當有地位。,他在社會上很有地位。,,名詞,,9抽象概念與形容
9-207,體力,tiˊ lidˋ ,體力,這下體力毋比後生時咧！,現在體力不比年輕時了！,,名詞,,9抽象概念與形容
9-208,挑挑,tiauˋ tiauˋ ,故意,佢挑挑講分人聽个。,他故意講給別人聽的。,,形容詞,副詞,9抽象概念與形容
9-209,條直,tiau chidˋ ,率直,佢做人條直，有借定著會還。,他為人率直，有借必還。,,形容詞,,9抽象概念與形容
9-210,條件, tiau kien+,條件,"佢條件毋會差
愛麼个條件做你開！","他條件不差
要什麼條件你儘管開！",,名詞,,9抽象概念與形容
9-211,特色,tidˋ sed,特色,老妹个作品當有特色。,妹妹的作品很有特色。,,名詞,,9抽象概念與形容
9-212,定疊,tin+ tiabˋ ,妥當,兩家人講定疊就好。,兩家人談妥就好。,,形容詞,,9抽象概念與形容
9-213,退步,tuiˇ pu+,退步,你這擺考試退步當多。,你這次考試退步很多。,,動詞,,9抽象概念與形容
9-214,彎,vanˋ ,彎,山路當彎,山路很彎,,形容詞,,9抽象概念與形容
9-215,偉大,vuiˋ tai+,偉大,電火係偉大个發明。,電燈是偉大的發明。,,形容詞,,9抽象概念與形容
9-216,烏疏疏仔,vuˋ so so er,黑漆漆；髒兮兮,"因為電火吂開，所以間肚烏疏疏仔
搞到歸身烏疏疏仔","因為沒開電燈，所以房間裡黑漆漆的
玩得全身髒兮兮",,形容詞,,9抽象概念與形容
9-217,穩, vunˊ ,穩,"企愛企穩來
這凳仔無穩","站要站穩
這椅子不穩",,形容詞,,9抽象概念與形容
9-218,穩定,vunˊ tin+,穩定,這頭路穩定穩定，仰愛辭忒呢？,這工作很穩定，為什麼要辭掉呢？,,形容詞,,9抽象概念與形容
9-219,溫柔,vunˋ rhiu,溫柔,阿姊當溫柔。,姊姊很溫柔。,,形容詞,,9抽象概念與形容
9-220,四角,siˇ gog,四方形；四周 ,"你个飯桌愛買圓个抑係四角个？
摎屋四角掃淨來","你的飯桌要買圓的還是四方的？
把房子四周掃乾淨",,名詞,,9抽象概念與形容
9-221,四四角角,siˇ siˇ gog gog,形體方正的樣子,這枋仔四四角角，愛釘做麼个都盡適合。,這木板四四方方，要釘成什麼都很適合。,,形容詞,,9抽象概念與形容
9-222,需要,siˋ rhauˇ ,需要、需求,你係有麼个需要就喊一聲。,你如果有什麼需要就喊一聲。,,名詞,動詞,9抽象概念與形容
9-223,餳人,sia ngin,吸引人、誘人,這菜味道恁香，當餳人食。,這菜味道那麼香，很誘人。,,動詞,,9抽象概念與形容
9-224,性格,sinˇ gied,性格,佢个性格摎𠊎已無共樣。,他的性格和我很不一樣。,,名詞,,9抽象概念與形容
9-225,特別,tidˋ piedˋ ,特殊,這領衫設計到當特別。,這件衣服設計得很特殊。,,形容詞,,9抽象概念與形容
9-226,相關, siongˋ guanˋ ,相關,你做得上網查相關个研究證明。,你可以上網查相關的研究證明。,,形容詞,,9抽象概念與形容
9-227,相像,siongˋ ciongˇ ,相似,佢兩儕生來已相像。,他們兩人長得很相像。,,形容詞,,9抽象概念與形容
9-228,相對, siongˋ duiˇ ,相對,相對來講較省錢,相對來說比較省錢,,形容詞,,9抽象概念與形容
9-229,相反,siongˋ fanˊ ,相反,佢兩姊嫂長透意見相反。,他們兩妯娌常常意見相反。,,形容詞,,9抽象概念與形容
9-230,砸,zab,強壯,身體當砸,身體很強壯,,形容詞,,9抽象概念與形容
9-231,正,zhangˇ ,正確、端正,"佢客話講來算已正。
食酒醉，企都企毋正。","他客語講得算是很標準。
喝醉，站都站不穩。",,形容詞,,9抽象概念與形容
9-232,爭差,zangˋ caˋ ,差別；異樣；差錯、問題,"這兩隻東西有麼个爭差？
這盤菜个味緒，全無爭差半息。
佢輒輒嗽無停，毋知身體哪有爭差？","這兩個東西有什麼差別？
這盤菜的味道，全無半點異樣。
他常常咳個不停，不知道身體哪邊出問題？",,名詞,,9抽象概念與形容
9-233,智慧,zhiˇ fui+,智慧,阿婆講話當有智慧。,祖母講話很有智慧。,,名詞,,9抽象概念與形容
9-234,看真,konˇ zhinˋ ,看清楚,"你斯愛看真來，毋好看毋著。
一下仔無看真，認毋著人，當敗勢。","你可要看清楚，別看錯。
一下子沒看清楚，認錯人，真抱歉。",,形容詞,,9抽象概念與形容
9-235,正經,zhinˇ ginˋ ,真正；認真、正式的,"佢哦！正經係當有禮貌。
𠊎斯摎你講正經个，毋好話着係講笑个。","他哦！真的很有禮貌。
我是跟你說真的，不要以為是在開玩笑的。",,形容詞,,9抽象概念與形容
9-236,珍貴,zhinˋ guiˇ ,珍貴,這藥材當珍貴,這藥材很珍貴,,形容詞,,9抽象概念與形容
9-237,真實,zhinˋ shidˋ,真實,這敢係真實个?,這是真實的嗎？,,形容詞,,9抽象概念與形容
9-238,做法,zoˇ fab,做法,佢个做法盡得人惱。,他的做法很討人厭。,,名詞,,9抽象概念與形容
9-239,作用, zog rhung+,作用、功能,該藥仔有麼个作用？,那藥有什麼作用？,,名詞,,9抽象概念與形容
9-240,嘴嘟嘟,zhoiˇ du du ,嘟著嘴，不悅的樣子,老弟心情毋好就嘴嘟嘟。,弟弟心情不好就嘟著嘴。,,形容詞,,9抽象概念與形容
9-241,專業,zhonˋ ngiabˋ ,專業,這係佢个專業，交分佢無毋著。,這是他的專業，交給他準沒錯。,,名詞,,9抽象概念與形容
9-242,障礙,zhongˇ ngoi+,障礙,克服心理个障礙,克服心理的障礙,,名詞,,9抽象概念與形容
9-243,主題,zhuˊ ti,主題,演講个主題係麼个?,演講的主題是什麼？,,名詞,,9抽象概念與形容
9-244,準則,zhunˊ zed,原則、標準、分寸,該人講話無準則。,那人講話沒原則。,,名詞,,9抽象概念與形容
9-245,準準,zhunˊ zhunˊ ,很準確，絲毫不差,一張嘴講到準準,一張嘴講得絲毫不差,,形容詞,,9抽象概念與形容
9-246,責任,zid rhim+,責任,"愛有責任感，別人正會信你。
係出問題，麼人做得負責任？","要有責任感，人家才會信任你。
如果出問題，誰能夠負責任？",,名詞,,9抽象概念與形容
9-247,勤儉,kiun kiam+,勤儉,從細係毋曉得勤儉，大咧愛仰結煞？,從小若不知道勤儉，長大要怎麼辦？,,形容詞,,9抽象概念與形容
9-248,青,ciangˋ ,綠或藍,青色,綠色/藍色,,形容詞,,9抽象概念與形容
9-249,強強會,kiong kiong voi+ ,幾乎要...,阿姆哀！肚屎當痛，強強會拉出來咧！,我的媽啊！肚子好痛，幾乎要拉出來了！,,副詞,,9抽象概念與形容
9-250,賤,cien+,頑皮、好動,毋好恁賤，愛較乖兜仔。,不要那麼頑皮，要乖一點。,,形容詞,,9抽象概念與形容
9-251,好先,hoˊ sienˋ ,小心,這路滑滑，你愛好先兜行。,這路滑滑的，你要小心點走。,,副詞,,9抽象概念與形容
10-1,兵仔,binˋ er,士兵,這下兵仔無頭擺恁操。,現在的士兵沒以前那麼操勞。,,名詞,,10法律、政治與軍事
10-2,治安,chi+ onˋ ,治安,這搭仔治安毋好，你莫忒暗轉。,這一帶治安不好，你不要太晚回家。,,名詞,,10法律、政治與軍事
10-3,坐管仔,coˋ gonˊ er,坐牢,坐管仔坐幾下年,坐牢坐了好幾年,,動詞,,10法律、政治與軍事
10-4,銃仔,chungˇ  er,槍,做兵學擎銃仔係訓練之一。,當兵學持槍是訓練之一。,,名詞,,10法律、政治與軍事
10-5,銃子,chungˇ ziiˊ ,子彈,銃子用忒咧！,子彈用完了！,,名詞,,10法律、政治與軍事
10-6,打官司,daˊ gonˋ siiˋ ,打官司,打官司對俚不利，𠊎看和解較贏。,打官司對我們不利，我看和解較好。,,動詞,,10法律、政治與軍事
10-7,黨派,dongˊ paiˇ ,黨派,無分黨派,沒有分黨派,,名詞,,10法律、政治與軍事
10-8,當選,dongˋ sienˊ ,當選,高票當選,高票當選,,動詞,,10法律、政治與軍事
10-9,法官,fab gonˋ ,法官,經歷千辛萬苦，佢總算考着法官咧！,經歷千辛萬苦，他總算考上法官了！,,名詞,,10法律、政治與軍事
10-10,法院,fab rhanˇ ,法院,法院寄信仔來,法院寄信來,,名詞,,10法律、政治與軍事
10-11,法律,fab ludˋ ,法律,律師當知法律。,律師很懂法律。,,名詞,,10法律、政治與軍事
10-12,犯罪,fam+ cui+,犯罪,犯罪就愛捉去關。,犯罪就要捉去關。,,動詞,,10法律、政治與軍事
10-13,犯法,fam+ fab,犯法,偷東西係犯法个。,偷東西是犯法的。,,動詞,名詞,10法律、政治與軍事
10-14,皇帝,fong diˇ ,皇帝,食飯皇帝大,吃飯皇帝大,,名詞,,10法律、政治與軍事
10-15,戶口,fu+ kieuˊ ,戶口,報戶口,報戶口,,名詞,,10法律、政治與軍事
10-16,基地,giˋ ti+,基地,空軍基地,空軍基地,,名詞,,10法律、政治與軍事
10-17,軍官,giunˋ gonˋ ,軍官,考着軍校做得做軍官。,考到軍校可以當軍官。,,名詞,,10法律、政治與軍事
10-18,軍人,giunˋ ngin,軍人,軍人重視服從。,軍人重視服從。,,名詞,,10法律、政治與軍事
10-19,國防,gued fong,國防,有強大个兵力，正做得建立堅強个國防。,有強大的兵力，才能建立堅強的國防。,,名詞,,10法律、政治與軍事
10-20,國民,gued min,國民,國民所得,國民所得,,名詞,,10法律、政治與軍事
10-21,國王, gued vong ,國王,不丹這隻國家有國王。,不丹這個國家有國王。,,名詞,,10法律、政治與軍事
10-22,海軍,hoiˊ giunˋ ,海軍,海軍會在船頂。,海軍會在船上。,,名詞,,10法律、政治與軍事
10-23,演習,rhanˋ sibˋ ,演習,防空演習,防空演習,,名詞,,10法律、政治與軍事
10-24,...院,...rhanˇ ,院，指政府部門的層級,"立法院
司法院","立法院
司法院",,名詞,,10法律、政治與軍事
10-25,權利,kien li+,權利,受教育係國民个基本權利。,受教育是國民的基本權利。,,名詞,,10法律、政治與軍事
10-26,控告,kungˇ /kungˊ goˇ ,控告,阿德分人控告講偷人个東西。,阿德被人控告偷竊。,,動詞,,10法律、政治與軍事
10-27,空軍,kungˋ giunˋ ,空軍,厥哥係空軍个飛行員。,他的哥哥是空軍的飛行員。,,名詞,,10法律、政治與軍事
10-28,陸軍,liugˋ  giunˋ ,陸軍,做兵抽着陸軍,當兵抽中陸軍,,名詞,,10法律、政治與軍事
10-29,落選,logˋ sienˊ ,落選,無想着佢這擺選市長嗄落選。,沒想到他這次選市長卻落選。,,動詞,,10法律、政治與軍事
10-30,民主,min zhuˊ ,民主,民主社會,民主社會,,名詞,,10法律、政治與軍事
10-31,義務,ngi+ vuˇ /muˇ ,義務,做兵係一種義務。,當兵是一種義務。,,名詞,,10法律、政治與軍事
10-32,人民,ngin min,人民,人民係國家个主人。,人民是國家的主人。,,名詞,,10法律、政治與軍事
10-33,外交,ngoi+ gauˋ ,外交,外交部長,外交部長,,名詞,,10法律、政治與軍事
10-34,派出所,paiˇ chud soˊ ,派出所,附近有派出所,附近有派出所,,名詞,,10法律、政治與軍事
10-35,部隊,pu+ chui+,部隊,部隊裡肚愛遵守規矩,部隊裡要遵守規矩,,名詞,,10法律、政治與軍事
10-36,部門,pu+ mun,部門,公部門,公部門,,名詞,,10法律、政治與軍事
10-37,部長,pu+ zhongˊ ,部長,教育部長,教育部長,,名詞,,10法律、政治與軍事
10-38,市長,shi+ zhongˊ ,市長,臺北市長,臺北市長,,名詞,,10法律、政治與軍事
10-39,司令臺,siiˋ lin + toi,司令臺,大家到司令臺集合。,大家到司令臺集合。,,名詞,,10法律、政治與軍事
10-40,審判,shimˊ pan+,審判,犯法愛接受司法个審判。,犯法要接受司法的審判。,,名詞,,10法律、政治與軍事
10-41,手銃,shiuˊ chungˇ ,手槍,在臺灣手銃買賣係違法个。,在臺灣手槍買賣是違法的。,,名詞,,10法律、政治與軍事
10-42,大會, tai+ fui+,大會,運動大會,運動大會,,名詞,,10法律、政治與軍事
10-43,投票,teu piauˇ ,投票,投票選班長,投票選班長,,動詞,,10法律、政治與軍事
10-44,道德,to+ ded,道德,做人做事愛有道德。,做人做事要有道德。,,名詞,,10法律、政治與軍事
10-45,選舉,sienˊ giˊ ,選舉,下輪選舉愛等四年。,下次選舉要等四年。,,名詞,動詞,10法律、政治與軍事
10-46,相㓾,siongˋ chi ,相互打殺、戰爭,兩隻國家相㓾，死忒當多人。,兩個國家戰爭，死了很多人。,,名詞,,10法律、政治與軍事
10-47,炸藥,zaˇ rhogˋ ,炸藥,這間舊屋拆忒愛用炸藥。,這間舊房子拆掉要用炸藥。,,名詞,,10法律、政治與軍事
10-48,走私,zeuˊ siiˋ ,走私,這兜係走私个毒品，摸毋得。,這些是走私的毒品，碰不得。,,動詞,,10法律、政治與軍事
10-49,制度,zhiˇ tu+,制度,時代無共樣咧，這下个醫療制度比頭擺還愛健全。,時代不同了，現在的醫療制度比以前還要健全。,,名詞,,10法律、政治與軍事
10-50,執政,zhib zhinˇ ,執政,執政黨,執政黨,,動詞,,10法律、政治與軍事
10-51,徵收,zhinˋ shiuˋ ,徵收,徵收土地,徵收土地,,動詞,,10法律、政治與軍事
10-52,政策,zhinˇ ced,政策,國家政策,國家政策,,名詞,,10法律、政治與軍事
10-53,做兵,zoˇ binˋ ,服兵役,頭擺做兵較操。,以前服兵役比較操勞。,,動詞,,10法律、政治與軍事
10-54,主席,zhuˊ sidˋ ,主席,會議个主席,會議的主席,,名詞,,10法律、政治與軍事
10-55,總統,zungˊ tungˊ ,總統,總統候選人,總統候選人,,名詞,,10法律、政治與軍事
10-56,國家,gued gaˋ ,國家,佢去過當多國家。,他去過很多國家。,,名詞,,10法律、政治與軍事
11-1,詏,auˇ ,辯駁,"阿哥一張嘴當會詏，你詏毋贏佢。
明明自家毋著，佢還緊詏。","哥哥一張嘴很會辯駁，你辯不贏他。
明明自己不對，他還一直辯駁。",,動詞,,11社會關係與行為
11-2,伯婆,bag po,伯祖母,,,,名詞,,11社會關係與行為
11-3,表達,biauˊ tadˋ ,表達,佢毋知愛仰般表達佢个心情。,他不知道要怎麼表達他的心情。,,動詞,,11社會關係與行為
11-4,表个,biauˊ gaiˇ ,指表兄弟,講着焙牛眼乾，𠊎个表个盡會。,說到烘焙龍眼乾，我的表兄最拿手。,,名詞,,11社會關係與行為
11-5,表示,biauˊ shi+,表示,"毋講話就係表示無意見。
阿爸做生日，你兜有麼个表示?","不說話就是表示沒意見。
爸爸過生日，你們有什麼表示？",,動詞,,11社會關係與行為
11-6,報仇,boˇ shiu,報仇,事情過忒就好，毋好尋人報仇。,事情過去就好，不要找人報仇。,,動詞,,11社會關係與行為
11-7,保證,boˊ zhinˇ ,保證,掛保證,掛保證,,動詞,名詞,11社會關係與行為
11-8,幫助,bongˋ cu+,幫助,"食這敢有幫助?
幫助人係當有意義个事情。","吃這個真的有幫助嗎？
幫助人是很有意義的事情。",,動詞,名詞,11社會關係與行為
11-9,不孝男,bud hauˇ nam,不孝男,爺哀過身，做倈仔个總認為係自家不孝，所以自稱不孝男。,父母過世，做兒子的總認為是自己不孝，所以自稱不孝男。,,名詞,,11社會關係與行為
11-10,本等（本事）,bunˊ denˊ (bunˊ sii+),本事,有本等正講，莫伸一張嘴。,有本事再說，別只剩一張嘴。,,名詞,,11社會關係與行為
11-11,車禍,chaˋ foˇ ,車禍,出車禍,出車禍,,名詞,,11社會關係與行為
11-12,參考,camˋ kauˊ ,參考,"提供改進个參考
參考看啊","提供改進的參考
參考看看",,動詞,名詞,11社會關係與行為
11-13,吵,cau,爭吵；吵鬧,"𠊎俚兜兄弟感情當好，從來毋識吵過。
外背打紙炮，當吵。","我們兄弟感情很好，從來不曾爭吵過。
外面在放鞭炮，很吵。",,動詞,形容詞,11社會關係與行為
11-14,賊仔,cedˋ  er,小偷,𠊎个金器分賊仔偷淨淨咧！,我的黃金首飾被小偷偷個精光了！,,名詞,,11社會關係與行為
11-15,湊,ceuˇ ,邀請；聚集,"想湊你食飯，做得無?
恁多人湊共下，應該做得開一桌。","想約你吃飯，可以嗎？
那麼多人聚集在一起，應該可以開一桌。",,動詞,,11社會關係與行為
11-16,自謙（謙虛）,cii+ kiamˋ ( kiamˋ hiˋ),謙虛,做人愛自謙兜正好。,做人要謙虛才好。,,形容詞,,11社會關係與行為
11-17,姪女,chidˋ ngˊ ,姪女,,,,名詞,,11社會關係與行為
11-18,坐尞,coˋ liau+,串門子；坐下閒談,"阿婆逐朝晨都會去鄰舍屋下坐尞。
大樹下係坐尞个好所在。","奶奶每天早上都會去鄰居家串門子。
大樹下是閒聊的好地方。",,動詞,,11社會關係與行為
11-19,丈人哀（岳母）,chongˋ minˋ/ngin oiˋ (ngogˋ muˋ ),岳母,,,,名詞,,11社會關係與行為
11-20,丈人老（岳父）,chongˋ minˋ/ngin loˊ (ngogˋ fuˇ ),岳父,,,,名詞,,11社會關係與行為
11-21,處罰,chuˊ fadˋ ,處罰,佢毋聽話，分阿姆處罰。,他不聽話，被媽媽處罰。,,動詞,,11社會關係與行為
11-22,抽間,chiuˋ kienˋ ,本意為抽空、抽時間，引申為積極,這件事，你愛抽間做好來！,這件事，你要積極做好！,,動詞,,11社會關係與行為
11-23,出息,chud sid,出息,阿火厥倈仔當有出息。,阿火他兒子很有出息。,,名詞,,11社會關係與行為
11-24,族譜,cugˋ puˊ ,族譜,族譜頂高有當多名仔。,族譜上有很多名字。,,名詞,,11社會關係與行為
11-25,打鬥敘,daˊ deuˇ siˇ ,幾個人共同餐敘聊天,下班來𠊎屋下打鬥敘，愛無?,下班來我家聚餐，要嗎？,,動詞,,11社會關係與行為
11-26,打探,daˊ tamˇ ,打聽,聽講該家人个妹仔當靚，你去打探看啊咧。,聽說那家的女兒很漂亮，你去打聽看看。,,動詞,,11社會關係與行為
11-27,打嘴鼓,daˊ zhoiˇ guˊ ,聊天,恁多儕在樹下打嘴鼓。,很多人在樹下聊天。,,動詞,,11社會關係與行為
11-28,得人畏,ded ngin vuiˇ ,可怕、令人害怕,癌症係得人畏个病症。,癌症是可怕的病症。,,動詞,,11社會關係與行為
11-29,湊雙 （鬥雙）,ceuˇ sungˋ (deuˇ sungˋ ),湊成對,"鞋愛湊雙正著得。
箸愛湊雙正挾得。","鞋子要湊成一雙才能穿。
筷子要湊成一雙才能挾。",,動詞,,11社會關係與行為
11-30,得失人,died shid ngin,得罪人,佢講話輒輒得失人。,他說話常常得罪人。,,動詞,,11社會關係與行為
11-31,對象,duiˇ siongˇ ,對象,"請問，你有對象吂？
佢訪問个對象係專家。","請問，你有對象了嗎？
他訪問的對象是專家。",,名詞,,11社會關係與行為
11-32,恩人,enˋ ngin,恩人,救命恩人,救命恩人,,名詞,,11社會關係與行為
11-33,反映,fanˊ rhinˇ ,反映,反映社會个問題,反映社會的問題,,動詞,,11社會關係與行為
11-34,會失禮,fui+ shid liˋ ,道歉,撞着人愛摎人會失禮。,撞到人要向人道歉。,,動詞,,11社會關係與行為
11-35,和,fo,應和,你唱山歌𠊎來和。,你唱山歌我來應和。,,動詞,,11社會關係與行為
11-36,歡頭笑面,fonˋ teu siauˇ mienˇ ,歡顏笑臉,對人客愛歡頭笑面。,對客人要歡顏笑臉。,,形容詞,,11社會關係與行為
11-37,付出,fuˇ chud,付出,佢為着家庭付出當多。,他為了家庭付出很多。,,動詞,,11社會關係與行為
11-38,負擔,fuˇ damˋ ,負擔,"負擔毋起
社會个負擔","負擔不起
社會的負擔",,動詞,,11社會關係與行為
11-39,婦人家,fu+ ngin gaˋ ,婦人,該個婦人家還慶，事情做到伶伶俐俐。,那個婦人很能幹，事情做得乾淨俐落。,,名詞,,11社會關係與行為
11-40,家娘,gaˋ ngiong,婆婆，指丈夫的母親,,,,名詞,,11社會關係與行為
11-41,加油,gaˋ rhiu,加油料；替他人打氣、鼓勵時的用語,"車仔無油愛加油。
想愛有好成績，愛較加油兜仔。","車子沒油要加油。
想要有好成績，要更加油一點。",,動詞,,11社會關係與行為
11-42,家庭,gaˋ tin,家庭,家庭和樂,家庭和樂,,名詞,,11社會關係與行為
11-43,家長,gaˋ zhongˊ ,家長,雙方家長,雙方家長,,名詞,,11社會關係與行為
11-44,感謝狀（謝帖）,gamˊ cia+ cong+(cia+ tiab ),感謝狀、謝帖,學校頒發感謝狀分佢。,學校頒發感謝狀給他。,,名詞,,11社會關係與行為
11-45,教訓,gauˇ hiunˇ ,教訓,這細人仔無規矩，無教訓一下做毋得。,這小孩沒規矩，不教訓一下不行。,,動詞,,11社會關係與行為
11-46,搞頭王,gauˊ teu vong,頑皮王,大家都喊佢搞頭王。,大家都叫他頑皮王。,,名詞,,11社會關係與行為
11-47,教人,gauˋ ngin,教導人,教人讀書,教人讀書,,動詞,,11社會關係與行為
11-48,交朋友,gauˋ pen rhiuˋ ,交朋友,摎人交朋友愛用真心。,與人家交朋友要用真心。,,動詞,,11社會關係與行為
11-49,交流,gauˋ liu,交流,摎人交流,跟人家交流,,動詞,,11社會關係與行為
11-50,舉辦,giˊ pan+,舉辦,運動會幾時舉辦?,運動會何時舉辦？,,動詞,,11社會關係與行為
11-51,計較,gieˇ gauˇ ,計較,屋下人莫恁計較。,家人之間不要那麼計較。,,動詞,,11社會關係與行為
11-52,見怪,gienˇ guaiˇ ,抱怨、責備,請你莫見怪。,請你不要見怪。,,動詞,,11社會關係與行為
11-53,建議,gienˇ ngi+,建議,這建議毋會差哦！,這建議不錯哦！,,名詞,動詞,11社會關係與行為
11-54,見人,gienˇ ngin,不管什麼人；出現在他人面前,"這件事情毋係見人就會做。
佢囥在間肚，毋敢見人。","這件事情不是什麼人都會做。
他躲在房裡，不敢見人。",,動詞,,11社會關係與行為
11-55,溝通,gieuˋ tungˋ ,溝通,摎佢溝通幾下擺，還係共樣。,跟他溝通好幾次，還是一樣。,,動詞,,11社會關係與行為
11-56,過家,goˇ gaˋ ,串門子,佢見食飽就過家，尞到毋知好轉。,他每次吃飽就去串門子，聊到不知道該回家了。,,動詞,,11社會關係與行為
11-57,角色,gog sed ,角色,佢這擺做个角色係警察。,他這次扮演的角色是警察。,,名詞,,11社會關係與行為
11-58,講究,gongˊ giuˇ ,講究,佢對食个十分講究。,他對吃的東西十分講究。,,動詞,,11社會關係與行為
11-59,拐,guaiˊ ,哄騙,"細人仔愛看等，無會分人拐走。
阿明緊噭，阿姆拿糖仔拐佢。","小孩要看緊一點，不然會被人拐走。
阿明一直哭，媽媽拿糖果哄他。",,動詞,,11社會關係與行為
11-60,貴姓（上姓）,guiˇsiangˇ(shong+ siangˇ),貴姓,請問你貴姓？,請問你貴姓？,,名詞,,11社會關係與行為
11-61,公共場所,gungˋ kiung+ chong soˊ ,公共場所,公共場所做毋得食菸。,公共場所不能抽菸。,,名詞,,11社會關係與行為
11-62,合作,habˋ zog,合作,"合作社
互相合作","合作社
互相合作",,動詞,,11社會關係與行為
11-63,限制,han+ zhiˇ ,限制,參觀精密儀器工廠，限制當多。,參觀精密儀器工廠，限制很多。,,動詞,,11社會關係與行為
11-64,行動,hang tung+,行動,"佢个腳行動無方便。
講咧就愛遽遽行動。","他的腳行動不方便。
說了就要快點行動",,名詞,動詞,11社會關係與行為
11-65,後哀,heu+ oiˋ ,繼母,佢後哀對子女通體恁惜，無分前後。,她繼母對子女都很疼愛，沒有分前後。,,名詞,,11社會關係與行為
11-66,梟人,hiauˋ ngin,使詐欺人,這隻人盡會梟人，你斯毋好分佢騙着。,這個人很會訛詐人，你可別被他騙了。,,動詞,,11社會關係與行為
11-67,訓練,hiunˇ lien+,訓練,"佢愛參加新生訓練。
日日訓練正會進步。","他要參加新生訓練。
每天訓練才會進步。",,動詞,,11社會關係與行為
11-68,倚恃,rhiˊ shi+ ,倚靠、信賴,這個後生做事煞猛硬直，做得倚恃。,這個年輕人做事認真正直，可以信賴。,,動詞,,11社會關係與行為
11-69,邀請,rhauˋ ciangˊ ,邀請,佢邀請𠊎去厥屋下尞。,他邀請我去他家玩。,,動詞,,11社會關係與行為
11-70,要求,rhauˋ kiu,要求,你提出个要求忒多，無法度全部答應你。,你提出的要求太多，無法全部答應你。,,名詞,,11社會關係與行為
11-71,應承,rhinˊ shin,承諾,係做毋着就毋好儘採應承人。,如果做不到就不要隨便承諾別人。,,動詞,,11社會關係與行為
11-72,約會,rhog fui+,約會,著恁靚，愛去哪約會?,穿那麼漂亮，要去哪裡約會？,,動詞,,11社會關係與行為
11-73,遊行,rhiu hang,遊行,雙十節遊行,雙十節遊行,,名詞,,11社會關係與行為
11-74,相借問,siongˋ ziaˇ munˇ ,打招呼,堵着熟事人愛相借問，正有禮貌。,遇到熟人要打招呼，才有禮貌。,,動詞,,11社會關係與行為
11-75,縱,ziungˊ ,放任；縱容,縱壞忒,寵壞了,,動詞,,11社會關係與行為
11-76,縱子,ziungˊ ziiˊ ,縱容孩子,縱子上壁,姑息縱容孩子,,動詞,,11社會關係與行為
11-77,欺負,kiˋ fu+,欺負,莫恁欺負人好無?,不要這麼欺負人好嗎？,,動詞,,11社會關係與行為
11-78,勸話,kienˇ vaˇ,勸告,愛聽世大人个勸話,要聽長輩的勸告,,動詞,,11社會關係與行為
11-79,牽成,kienˋ shin,提攜,感謝你个牽成。,感謝你的提攜。,,動詞,,11社會關係與行為
11-80,慶祝,kinˇ zhug,慶祝,暗晡夜愛慶祝阿爸个生日。,今晚要慶祝爸爸的生日。,,動詞,,11社會關係與行為
11-81,強調,kiong tiau+,強調,佢強調佢無騙人。,他強調他沒騙人。,,動詞,,11社會關係與行為
11-82,開容笑面,koiˋ rhung siauˇ mienˇ ,笑容滿面,佢對人總係開容笑面。,他對人總是笑容滿面。,,形容詞,,11社會關係與行為
11-83,苦毒,kuˊ tugˋ ,虐待,做毋得苦毒動物,不可以虐待動物。,,動詞,,11社會關係與行為
11-84,虧欠,kuiˋ kiamˇ ,虧欠,𠊎這生人無虧欠麼人，所以心安理得。,我這輩子沒有虧欠誰，所以心安理得。,,動詞,,11社會關係與行為
11-85,賴人,lai+ ngin,誣賴人,做毋得無證據就儘採賴人。,不可以沒有證據就隨便誣賴人。,,動詞,,11社會關係與行為
11-86,落仔,lauˇ er,騙子,落仔盡好騙老人家。,騙子非常喜歡騙老人。,,名詞,,11社會關係與行為
11-87,撩,liau ,招惹、捉弄,毋係俚兜自家个狗毋好撩佢，驚怕會發性咬人。,不是我們自己的狗不要招惹牠，恐怕會發脾氣咬人。,,動詞,,11社會關係與行為
11-88,撩人,liau ngin,招惹人、捉弄人,佢在學校輒輒撩人，所以無麼个朋友。,他在學校常常捉弄人，所以沒什麼朋友。,,動詞,,11社會關係與行為
11-89,聯絡,lien logˋ ,聯絡,遽遽打電話摎佢聯絡。,快點打電話跟他聯絡。,,動詞,,11社會關係與行為
11-90,兩姊妹,liongˊ ziˊ moiˇ ,兩姊妹；兩姊弟；兩兄妹,阿英摎厥哥兩姊妹正差一歲。,阿英和她哥哥兩兄妹才相差一歲。,,名詞,,11社會關係與行為
